,fecha_hora,fecha_id,mes,dia_mes,semana_año,nombre_dia,precipitacion,presion,temperatura,humedad,Velocidad_Prom,Velocidad_Max,Direccion_Prom,Direccion_Max,radiacion,humedad_suelo,pluviometro,fecha
0,2021-09-01 00:00:00,2021-09-01 00,09,01,35,Miércoles,0.0,866.503,17.973,91.653,0.768,0.988,138.817,139.867,0.0,43.552,,2021-09-01 00:00
1,2021-09-01 01:00:00,2021-09-01 01,09,01,35,Miércoles,0.0,866.008,18.023,91.43,0.692,0.978,205.65,207.65,0.0,42.91,0.254,2021-09-01 01:00
2,2021-09-01 02:00:00,2021-09-01 02,09,01,35,Miércoles,0.0,865.7,18.08,90.798,1.267,1.938,91.1,95.883,0.0,42.4,,2021-09-01 02:00
3,2021-09-01 03:00:00,2021-09-01 03,09,01,35,Miércoles,0.009,865.697,18.232,85.632,2.83,4.493,90.383,89.467,0.0,42.105,,2021-09-01 03:00
4,2021-09-01 04:00:00,2021-09-01 04,09,01,35,Miércoles,0.0,865.983,18.037,83.88,1.212,1.943,155.017,159.683,0.0,41.73,,2021-09-01 04:00
5,2021-09-01 05:00:00,2021-09-01 05,09,01,35,Miércoles,0.002,866.177,17.473,89.047,0.54,0.758,145.683,146.283,0.0,41.62,,2021-09-01 05:00
6,2021-09-01 06:00:00,2021-09-01 06,09,01,35,Miércoles,0.001,866.363,17.388,90.793,0.323,0.503,182.25,178.783,21.704,41.4,0.254,2021-09-01 06:00
7,2021-09-01 07:00:00,2021-09-01 07,09,01,35,Miércoles,0.0,866.78,17.92,89.038,0.622,0.975,234.683,234.95,127.508,41.11,0.01,2021-09-01 07:00
8,2021-09-01 08:00:00,2021-09-01 08,09,01,35,Miércoles,0.009,867.39,18.797,85.062,0.738,1.205,263.183,266.05,128.67,41.145,0.0,2021-09-01 08:00
9,2021-09-01 09:00:00,2021-09-01 09,09,01,35,Miércoles,0.006,867.36,19.763,83.843,0.763,1.328,171.217,175.733,363.534,40.993,0.01,2021-09-01 09:00
10,2021-09-01 10:00:00,2021-09-01 10,09,01,35,Miércoles,0.006,866.642,21.558,68.243,1.458,2.67,237.65,234.15,524.343,40.9,0.005,2021-09-01 10:00
11,2021-09-01 11:00:00,2021-09-01 11,09,01,35,Miércoles,0.0,866.5,22.68,66.057,1.355,2.193,234.8,239.983,622.69,40.907,0.0,2021-09-01 11:00
12,2021-09-01 12:00:00,2021-09-01 12,09,01,35,Miércoles,0.0,865.54,25.493,51.337,1.165,2.038,254.55,264.067,877.938,40.71,,2021-09-01 12:00
13,2021-09-01 13:00:00,2021-09-01 13,09,01,35,Miércoles,0.0,864.373,25.953,47.077,2.443,3.713,78.4,72.45,860.998,40.65,,2021-09-01 13:00
14,2021-09-01 14:00:00,2021-09-01 14,09,01,35,Miércoles,0.0,863.395,26.132,49.76,2.44,3.88,86.267,92.467,717.305,40.667,,2021-09-01 14:00
15,2021-09-01 15:00:00,2021-09-01 15,09,01,35,Miércoles,0.0,863.085,25.137,52.692,2.947,4.208,96.633,98.217,236.695,40.673,,2021-09-01 15:00
16,2021-09-01 16:00:00,2021-09-01 16,09,01,35,Miércoles,0.0,863.268,23.36,59.975,2.305,3.393,127.767,128.0,265.343,40.712,,2021-09-01 16:00
17,2021-09-01 17:00:00,2021-09-01 17,09,01,35,Miércoles,0.0,863.725,21.925,70.693,1.528,2.182,117.233,116.683,30.172,40.528,,2021-09-01 17:00
18,2021-09-01 18:00:00,2021-09-01 18,09,01,35,Miércoles,0.0,864.662,21.698,73.897,2.498,3.853,87.05,87.9,0.0,40.487,,2021-09-01 18:00
19,2021-09-01 19:00:00,2021-09-01 19,09,01,35,Miércoles,0.0,865.242,20.867,75.53,2.293,3.492,71.383,69.833,0.0,40.487,,2021-09-01 19:00
20,2021-09-01 20:00:00,2021-09-01 20,09,01,35,Miércoles,0.004,866.138,19.503,80.823,1.537,2.402,91.917,101.35,0.0,40.5,,2021-09-01 20:00
21,2021-09-01 21:00:00,2021-09-01 21,09,01,35,Miércoles,0.001,867.125,18.51,86.913,1.307,2.015,123.033,115.05,0.0,40.5,,2021-09-01 21:00
22,2021-09-01 22:00:00,2021-09-01 22,09,01,35,Miércoles,0.0,867.798,18.295,89.525,0.778,1.178,202.283,203.0,0.0,40.472,0.0,2021-09-01 22:00
23,2021-09-01 23:00:00,2021-09-01 23,09,01,35,Miércoles,0.001,867.523,18.19,89.773,0.865,1.202,245.983,238.117,0.0,40.298,0.0,2021-09-01 23:00
24,2021-09-02 00:00:00,2021-09-02 00,09,02,35,Jueves,0.0,867.225,18.127,88.613,0.732,1.037,186.083,190.033,0.0,40.278,0.0,2021-09-02 00:00
25,2021-09-02 01:00:00,2021-09-02 01,09,02,35,Jueves,0.011,866.572,17.758,87.293,0.783,1.047,150.917,151.667,0.0,40.3,0.051,2021-09-02 01:00
26,2021-09-02 02:00:00,2021-09-02 02,09,02,35,Jueves,0.0,866.363,17.507,88.602,0.728,1.03,172.283,170.333,0.0,40.3,,2021-09-02 02:00
27,2021-09-02 03:00:00,2021-09-02 03,09,02,35,Jueves,0.0,866.53,17.433,88.7,0.523,0.76,127.5,128.35,0.0,40.3,,2021-09-02 03:00
28,2021-09-02 04:00:00,2021-09-02 04,09,02,35,Jueves,0.0,866.55,17.088,89.96,0.598,0.815,163.433,163.4,0.0,40.3,,2021-09-02 04:00
29,2021-09-02 05:00:00,2021-09-02 05,09,02,35,Jueves,0.0,866.882,16.972,89.287,0.637,0.865,166.983,162.017,0.0,40.295,,2021-09-02 05:00
30,2021-09-02 06:00:00,2021-09-02 06,09,02,35,Jueves,0.0,867.477,17.118,89.323,0.498,0.668,182.7,177.867,39.784,40.155,,2021-09-02 06:00
31,2021-09-02 07:00:00,2021-09-02 07,09,02,35,Jueves,0.0,867.872,18.245,86.463,0.352,0.647,155.7,150.733,147.082,40.015,,2021-09-02 07:00
32,2021-09-02 08:00:00,2021-09-02 08,09,02,35,Jueves,0.0,867.817,19.697,79.513,0.762,1.34,256.883,251.4,407.251,40.0,,2021-09-02 08:00
33,2021-09-02 09:00:00,2021-09-02 09,09,02,35,Jueves,0.0,867.345,21.573,69.315,0.965,1.738,226.867,217.067,540.208,40.0,,2021-09-02 09:00
34,2021-09-02 10:00:00,2021-09-02 10,09,02,35,Jueves,0.0,866.513,24.728,52.425,1.807,3.198,275.133,269.917,798.292,40.0,,2021-09-02 10:00
35,2021-09-02 11:00:00,2021-09-02 11,09,02,35,Jueves,0.0,865.632,26.555,46.558,1.893,3.007,204.25,202.55,1030.428,40.0,,2021-09-02 11:00
36,2021-09-02 12:00:00,2021-09-02 12,09,02,35,Jueves,0.0,864.738,26.208,51.893,2.968,4.652,74.517,77.033,1020.651,40.0,,2021-09-02 12:00
37,2021-09-02 13:00:00,2021-09-02 13,09,02,35,Jueves,0.0,863.96,26.543,54.458,3.172,4.95,84.083,79.233,534.661,40.0,,2021-09-02 13:00
38,2021-09-02 14:00:00,2021-09-02 14,09,02,35,Jueves,0.0,863.225,27.723,46.965,3.143,5.013,68.05,65.15,750.548,40.0,,2021-09-02 14:00
39,2021-09-02 15:00:00,2021-09-02 15,09,02,35,Jueves,0.0,862.413,27.88,46.848,2.832,4.44,72.217,74.583,548.452,40.0,,2021-09-02 15:00
40,2021-09-02 16:00:00,2021-09-02 16,09,02,35,Jueves,0.0,862.218,27.423,49.243,3.245,4.902,74.917,75.283,286.56,40.0,,2021-09-02 16:00
41,2021-09-02 17:00:00,2021-09-02 17,09,02,35,Jueves,0.0,862.648,26.485,51.45,2.855,4.332,95.833,96.95,93.437,40.0,,2021-09-02 17:00
42,2021-09-02 18:00:00,2021-09-02 18,09,02,35,Jueves,0.0,863.473,24.968,59.262,2.595,3.732,98.333,97.517,0.0,40.0,,2021-09-02 18:00
43,2021-09-02 19:00:00,2021-09-02 19,09,02,35,Jueves,0.0,864.458,23.26,72.915,4.273,6.105,91.033,87.483,0.0,40.0,,2021-09-02 19:00
44,2021-09-02 20:00:00,2021-09-02 20,09,02,35,Jueves,0.0,865.458,22.36,78.548,2.735,3.987,92.65,88.833,0.0,39.925,,2021-09-02 20:00
45,2021-09-02 21:00:00,2021-09-02 21,09,02,35,Jueves,0.0,866.467,21.865,80.603,1.888,2.747,91.833,92.65,0.0,39.8,,2021-09-02 21:00
46,2021-09-02 22:00:00,2021-09-02 22,09,02,35,Jueves,0.0,866.67,20.702,83.46,1.018,1.428,164.333,162.883,0.0,39.703,,2021-09-02 22:00
47,2021-09-02 23:00:00,2021-09-02 23,09,02,35,Jueves,0.0,866.717,20.2,82.63,0.752,1.172,153.583,158.217,0.0,39.7,,2021-09-02 23:00
48,2021-09-03 00:00:00,2021-09-03 00,09,03,35,Viernes,0.0,866.343,19.687,83.543,1.155,1.495,154.233,157.883,0.0,39.703,,2021-09-03 00:00
49,2021-09-03 01:00:00,2021-09-03 01,09,03,35,Viernes,0.0,865.638,19.04,85.583,0.855,1.138,154.4,157.233,0.0,39.707,,2021-09-03 01:00
50,2021-09-03 02:00:00,2021-09-03 02,09,03,35,Viernes,0.0,865.187,18.745,85.922,0.737,1.027,163.033,165.983,0.0,39.75,,2021-09-03 02:00
51,2021-09-03 03:00:00,2021-09-03 03,09,03,35,Viernes,0.0,864.563,18.292,85.363,0.652,0.983,179.333,175.367,0.0,39.827,,2021-09-03 03:00
52,2021-09-03 04:00:00,2021-09-03 04,09,03,35,Viernes,0.0,864.762,17.895,86.515,0.797,1.113,157.05,154.917,0.0,39.833,,2021-09-03 04:00
53,2021-09-03 05:00:00,2021-09-03 05,09,03,35,Viernes,0.0,865.205,17.815,88.753,0.615,0.908,175.083,180.2,0.0,39.89,,2021-09-03 05:00
54,2021-09-03 06:00:00,2021-09-03 06,09,03,35,Viernes,0.0,865.627,18.07,88.15,0.585,0.828,173.233,153.1,38.945,39.887,,2021-09-03 06:00
55,2021-09-03 07:00:00,2021-09-03 07,09,03,35,Viernes,0.001,866.363,18.938,84.935,0.505,0.797,136.7,127.933,252.292,39.9,,2021-09-03 07:00
56,2021-09-03 08:00:00,2021-09-03 08,09,03,35,Viernes,0.0,866.733,20.762,75.213,1.01,1.577,196.783,190.917,480.905,39.9,,2021-09-03 08:00
57,2021-09-03 09:00:00,2021-09-03 09,09,03,35,Viernes,0.0,866.362,23.33,60.722,1.203,1.918,117.15,112.283,761.746,39.9,,2021-09-03 09:00
58,2021-09-03 10:00:00,2021-09-03 10,09,03,35,Viernes,0.0,865.73,24.93,54.185,1.668,2.697,126.9,114.183,959.589,39.9,,2021-09-03 10:00
59,2021-09-03 11:00:00,2021-09-03 11,09,03,35,Viernes,0.0,865.02,25.057,55.025,3.253,4.778,79.033,78.083,894.817,39.9,,2021-09-03 11:00
60,2021-09-03 12:00:00,2021-09-03 12,09,03,35,Viernes,0.0,864.27,25.807,51.772,2.803,4.203,91.483,90.467,713.21,39.887,,2021-09-03 12:00
61,2021-09-03 13:00:00,2021-09-03 13,09,03,35,Viernes,0.0,863.313,26.13,54.995,2.617,4.263,75.917,79.417,930.736,39.87,,2021-09-03 13:00
62,2021-09-03 14:00:00,2021-09-03 14,09,03,35,Viernes,0.0,862.453,26.067,56.648,3.092,4.707,74.717,77.4,653.957,39.835,,2021-09-03 14:00
63,2021-09-03 15:00:00,2021-09-03 15,09,03,35,Viernes,0.0,861.667,26.795,53.508,2.637,4.487,80.583,87.45,495.519,39.737,,2021-09-03 15:00
64,2021-09-03 16:00:00,2021-09-03 16,09,03,35,Viernes,0.0,861.213,26.307,56.232,3.588,5.805,80.95,84.867,225.355,39.71,,2021-09-03 16:00
65,2021-09-03 17:00:00,2021-09-03 17,09,03,35,Viernes,0.0,861.617,25.105,62.24,2.935,4.592,86.7,90.35,65.586,39.7,,2021-09-03 17:00
66,2021-09-03 18:00:00,2021-09-03 18,09,03,35,Viernes,0.0,862.157,23.807,68.405,2.84,4.288,98.717,97.967,0.0,39.703,,2021-09-03 18:00
67,2021-09-03 19:00:00,2021-09-03 19,09,03,35,Viernes,0.284,863.462,20.917,78.823,2.8,4.08,155.717,146.217,0.0,39.967,,2021-09-03 19:00
68,2021-09-03 20:00:00,2021-09-03 20,09,03,35,Viernes,0.114,865.495,18.162,88.292,1.498,2.282,142.317,132.2,0.0,43.635,,2021-09-03 20:00
69,2021-09-03 21:00:00,2021-09-03 21,09,03,35,Viernes,0.026,865.925,17.873,89.8,0.863,1.263,132.283,129.183,0.0,43.64,,2021-09-03 21:00
70,2021-09-03 22:00:00,2021-09-03 22,09,03,35,Viernes,0.0,865.76,17.977,90.23,0.755,1.155,202.25,201.583,0.0,43.075,,2021-09-03 22:00
71,2021-09-03 23:00:00,2021-09-03 23,09,03,35,Viernes,0.0,865.217,17.943,89.917,0.695,1.02,171.267,153.233,0.0,42.437,,2021-09-03 23:00
72,2021-09-04 00:00:00,2021-09-04 00,09,04,35,Sábado,0.0,864.468,17.537,89.767,0.785,1.1,134.3,139.4,0.0,42.03,,2021-09-04 00:00
73,2021-09-04 01:00:00,2021-09-04 01,09,04,35,Sábado,0.0,863.905,17.388,90.56,0.745,1.117,177.267,172.667,0.0,41.673,,2021-09-04 01:00
74,2021-09-04 02:00:00,2021-09-04 02,09,04,35,Sábado,0.0,863.847,17.27,91.37,0.755,1.07,173.15,166.117,0.0,41.472,,2021-09-04 02:00
75,2021-09-04 03:00:00,2021-09-04 03,09,04,35,Sábado,0.0,863.472,17.272,91.552,0.54,0.852,167.517,156.083,0.0,41.25,,2021-09-04 03:00
76,2021-09-04 04:00:00,2021-09-04 04,09,04,35,Sábado,0.0,863.472,17.252,90.165,1.007,1.365,174.0,176.35,0.0,41.012,,2021-09-04 04:00
77,2021-09-04 05:00:00,2021-09-04 05,09,04,35,Sábado,0.0,864.193,17.133,90.272,0.613,0.975,177.633,178.333,0.0,40.915,,2021-09-04 05:00
78,2021-09-04 06:00:00,2021-09-04 06,09,04,35,Sábado,0.0,864.16,17.088,90.92,0.817,1.205,123.9,141.517,41.804,40.7,,2021-09-04 06:00
79,2021-09-04 07:00:00,2021-09-04 07,09,04,35,Sábado,0.0,865.68,17.965,88.068,1.035,1.697,128.733,125.733,199.864,40.655,,2021-09-04 07:00
80,2021-09-04 08:00:00,2021-09-04 08,09,04,35,Sábado,0.0,866.655,18.988,83.468,1.092,1.77,195.8,197.483,365.925,40.45,,2021-09-04 08:00
81,2021-09-04 09:00:00,2021-09-04 09,09,04,35,Sábado,0.0,866.515,21.2,72.358,0.757,1.297,164.167,163.883,518.544,40.543,,2021-09-04 09:00
82,2021-09-04 10:00:00,2021-09-04 10,09,04,35,Sábado,0.0,865.898,22.982,61.388,1.308,2.185,97.4,110.583,660.258,40.587,,2021-09-04 10:00
83,2021-09-04 11:00:00,2021-09-04 11,09,04,35,Sábado,0.0,865.058,23.663,57.373,1.762,2.893,127.2,127.65,766.837,40.593,,2021-09-04 11:00
84,2021-09-04 12:00:00,2021-09-04 12,09,04,35,Sábado,0.0,863.767,24.245,56.21,2.542,3.775,71.317,72.15,606.998,40.375,,2021-09-04 12:00
85,2021-09-04 13:00:00,2021-09-04 13,09,04,35,Sábado,0.0,862.45,24.662,55.977,2.057,2.912,79.867,86.0,740.486,40.3,,2021-09-04 13:00
86,2021-09-04 14:00:00,2021-09-04 14,09,04,35,Sábado,0.0,861.578,25.615,55.095,1.89,3.1,64.95,72.783,598.202,40.3,,2021-09-04 14:00
87,2021-09-04 15:00:00,2021-09-04 15,09,04,35,Sábado,0.0,861.138,25.387,58.923,2.832,4.443,71.533,71.4,205.589,40.3,,2021-09-04 15:00
88,2021-09-04 16:00:00,2021-09-04 16,09,04,35,Sábado,0.0,861.08,24.94,64.572,2.948,4.442,86.8,86.95,136.996,40.3,,2021-09-04 16:00
89,2021-09-04 17:00:00,2021-09-04 17,09,04,35,Sábado,0.0,861.3,24.193,67.332,2.667,3.982,113.767,113.683,47.739,40.3,,2021-09-04 17:00
90,2021-09-04 18:00:00,2021-09-04 18,09,04,35,Sábado,0.0,861.993,23.495,70.85,1.852,2.772,121.833,125.217,0.0,40.3,,2021-09-04 18:00
91,2021-09-04 19:00:00,2021-09-04 19,09,04,35,Sábado,0.0,862.828,22.698,75.612,2.242,3.343,94.517,93.033,0.0,40.275,,2021-09-04 19:00
92,2021-09-04 20:00:00,2021-09-04 20,09,04,35,Sábado,0.058,863.98,21.322,82.523,3.173,4.875,112.6,98.983,0.0,40.12,0.099,2021-09-04 20:00
93,2021-09-04 21:00:00,2021-09-04 21,09,04,35,Sábado,0.023,865.545,18.642,82.4,1.288,1.955,183.733,176.633,0.0,40.0,0.025,2021-09-04 21:00
94,2021-09-04 22:00:00,2021-09-04 22,09,04,35,Sábado,0.019,866.403,17.567,86.66,1.41,2.132,198.667,214.067,0.0,40.0,0.025,2021-09-04 22:00
95,2021-09-04 23:00:00,2021-09-04 23,09,04,35,Sábado,0.028,866.673,17.355,88.885,0.875,1.187,150.283,148.95,0.0,40.003,0.025,2021-09-04 23:00
96,2021-09-05 00:00:00,2021-09-05 00,09,05,35,Domingo,0.058,866.63,17.115,89.962,0.54,0.863,182.117,162.433,0.0,40.092,0.025,2021-09-05 00:00
97,2021-09-05 01:00:00,2021-09-05 01,09,05,35,Domingo,0.053,865.79,17.177,88.893,1.187,1.912,213.2,214.6,0.0,40.16,0.034,2021-09-05 01:00
98,2021-09-05 02:00:00,2021-09-05 02,09,05,35,Domingo,0.041,864.893,17.142,88.302,0.875,1.312,182.833,189.217,0.0,41.223,0.025,2021-09-05 02:00
99,2021-09-05 03:00:00,2021-09-05 03,09,05,35,Domingo,0.035,864.895,16.852,89.637,0.888,1.177,128.317,120.883,0.0,43.43,0.03,2021-09-05 03:00
100,2021-09-05 04:00:00,2021-09-05 04,09,05,35,Domingo,0.001,864.912,16.798,89.698,0.94,1.415,122.633,117.6,0.0,43.733,0.004,2021-09-05 04:00
101,2021-09-05 05:00:00,2021-09-05 05,09,05,35,Domingo,0.001,865.052,17.085,87.728,0.783,1.335,200.35,199.633,0.0,43.52,0.0,2021-09-05 05:00
102,2021-09-05 06:00:00,2021-09-05 06,09,05,35,Domingo,0.0,865.433,17.163,86.987,0.687,1.025,191.0,191.383,17.061,42.95,0.0,2021-09-05 06:00
103,2021-09-05 07:00:00,2021-09-05 07,09,05,35,Domingo,0.0,865.932,17.507,88.075,0.618,0.945,160.4,160.583,95.229,42.312,0.0,2021-09-05 07:00
104,2021-09-05 08:00:00,2021-09-05 08,09,05,35,Domingo,0.0,866.617,19.85,73.68,1.213,2.4,254.617,251.067,287.928,41.998,0.0,2021-09-05 08:00
105,2021-09-05 09:00:00,2021-09-05 09,09,05,35,Domingo,0.0,866.54,21.902,64.012,1.753,2.873,285.333,285.217,692.108,41.595,0.0,2021-09-05 09:00
106,2021-09-05 10:00:00,2021-09-05 10,09,05,35,Domingo,0.0,866.062,23.815,51.258,1.112,1.838,175.85,170.35,880.998,41.26,0.0,2021-09-05 10:00
107,2021-09-05 11:00:00,2021-09-05 11,09,05,35,Domingo,0.0,865.438,23.893,51.092,2.372,3.905,68.967,75.383,649.309,41.055,0.0,2021-09-05 11:00
108,2021-09-05 12:00:00,2021-09-05 12,09,05,35,Domingo,0.0,864.483,24.023,53.887,2.278,3.522,106.733,111.183,645.95,40.95,0.0,2021-09-05 12:00
109,2021-09-05 13:00:00,2021-09-05 13,09,05,35,Domingo,0.0,863.083,24.737,55.243,1.873,3.322,79.8,87.717,561.881,40.905,0.0,2021-09-05 13:00
110,2021-09-05 14:00:00,2021-09-05 14,09,05,35,Domingo,0.0,861.888,25.362,54.77,3.237,4.848,70.233,70.333,440.487,40.7,0.0,2021-09-05 14:00
111,2021-09-05 15:00:00,2021-09-05 15,09,05,35,Domingo,0.0,861.335,25.392,58.18,2.967,4.678,78.25,75.433,338.624,40.707,0.0,2021-09-05 15:00
112,2021-09-05 16:00:00,2021-09-05 16,09,05,35,Domingo,0.0,861.15,24.405,63.605,2.585,3.888,102.167,99.417,198.837,40.58,0.0,2021-09-05 16:00
113,2021-09-05 17:00:00,2021-09-05 17,09,05,35,Domingo,0.0,861.737,23.717,64.567,1.975,2.982,113.867,111.8,48.63,40.44,0.0,2021-09-05 17:00
114,2021-09-05 18:00:00,2021-09-05 18,09,05,35,Domingo,0.031,863.015,21.342,69.118,2.397,4.377,215.517,218.333,0.0,40.48,0.0,2021-09-05 18:00
115,2021-09-05 19:00:00,2021-09-05 19,09,05,35,Domingo,0.659,864.437,18.132,85.885,1.765,2.755,190.433,192.25,0.0,44.457,0.262,2021-09-05 19:00
116,2021-09-05 20:00:00,2021-09-05 20,09,05,35,Domingo,0.037,865.615,17.302,89.887,1.25,1.802,155.533,163.283,0.0,45.78,0.051,2021-09-05 20:00
117,2021-09-05 21:00:00,2021-09-05 21,09,05,35,Domingo,0.012,866.548,17.397,90.677,0.743,1.112,187.667,187.55,0.0,45.755,0.025,2021-09-05 21:00
118,2021-09-05 22:00:00,2021-09-05 22,09,05,35,Domingo,0.025,866.865,17.363,90.247,0.702,1.003,156.3,156.9,0.0,43.985,0.013,2021-09-05 22:00
119,2021-09-05 23:00:00,2021-09-05 23,09,05,35,Domingo,0.04,866.778,17.312,91.063,0.452,0.722,162.85,156.217,0.0,43.115,0.025,2021-09-05 23:00
120,2021-09-06 00:00:00,2021-09-06 00,09,06,36,Lunes,0.001,866.182,17.275,91.74,0.375,0.573,103.3,116.7,0.0,43.005,0.0,2021-09-06 00:00
121,2021-09-06 01:00:00,2021-09-06 01,09,06,36,Lunes,0.0,865.583,17.19,91.143,0.715,0.957,134.867,133.333,0.0,42.878,0.0,2021-09-06 01:00
122,2021-09-06 02:00:00,2021-09-06 02,09,06,36,Lunes,0.0,865.31,17.418,89.813,0.843,1.313,172.583,166.25,0.0,42.573,0.004,2021-09-06 02:00
123,2021-09-06 03:00:00,2021-09-06 03,09,06,36,Lunes,0.006,865.125,17.53,89.295,0.677,1.03,161.517,147.183,0.0,41.88,0.0,2021-09-06 03:00
124,2021-09-06 04:00:00,2021-09-06 04,09,06,36,Lunes,0.014,865.242,17.61,87.865,0.755,1.357,156.183,161.617,0.0,41.627,0.008,2021-09-06 04:00
125,2021-09-06 05:00:00,2021-09-06 05,09,06,36,Lunes,0.0,865.422,17.47,88.455,0.772,1.207,131.167,124.867,0.0,41.39,0.0,2021-09-06 05:00
126,2021-09-06 06:00:00,2021-09-06 06,09,06,36,Lunes,0.0,865.522,17.297,90.295,0.487,0.693,185.383,180.9,39.916,41.2,0.0,2021-09-06 06:00
127,2021-09-06 07:00:00,2021-09-06 07,09,06,36,Lunes,0.0,865.868,18.088,88.285,0.585,0.933,161.917,157.983,78.074,40.918,0.0,2021-09-06 07:00
128,2021-09-06 08:00:00,2021-09-06 08,09,06,36,Lunes,0.0,866.658,19.58,79.582,0.583,0.96,89.783,85.7,236.962,40.96,0.0,2021-09-06 08:00
129,2021-09-06 09:00:00,2021-09-06 09,09,06,36,Lunes,0.0,866.885,20.312,77.928,1.857,2.875,110.917,123.333,290.039,40.798,0.0,2021-09-06 09:00
130,2021-09-06 10:00:00,2021-09-06 10,09,06,36,Lunes,0.0,866.74,22.02,66.202,2.165,3.26,70.45,75.767,390.054,40.8,0.045,2021-09-06 10:00
131,2021-09-06 11:00:00,2021-09-06 11,09,06,36,Lunes,0.005,866.123,22.067,67.402,1.607,2.682,146.717,149.35,470.014,40.8,0.254,2021-09-06 11:00
132,2021-09-06 12:00:00,2021-09-06 12,09,06,36,Lunes,0.0,864.678,24.02,59.158,2.082,3.488,104.017,114.183,792.993,40.79,,2021-09-06 12:00
133,2021-09-06 13:00:00,2021-09-06 13,09,06,36,Lunes,0.0,863.352,24.763,57.048,2.802,4.53,88.617,93.817,186.265,40.56,,2021-09-06 13:00
134,2021-09-06 14:00:00,2021-09-06 14,09,06,36,Lunes,0.0,862.317,25.147,58.008,2.483,4.157,88.517,86.917,202.813,40.5,,2021-09-06 14:00
135,2021-09-06 15:00:00,2021-09-06 15,09,06,36,Lunes,0.0,862.13,23.035,67.82,2.642,4.64,147.25,147.567,171.075,40.5,,2021-09-06 15:00
136,2021-09-06 16:00:00,2021-09-06 16,09,06,36,Lunes,0.165,862.533,19.687,79.143,2.28,4.22,194.6,189.3,68.593,40.5,,2021-09-06 16:00
137,2021-09-06 17:00:00,2021-09-06 17,09,06,36,Lunes,0.113,863.023,18.17,89.368,1.148,1.577,162.45,163.717,30.144,40.728,,2021-09-06 17:00
138,2021-09-06 18:00:00,2021-09-06 18,09,06,36,Lunes,0.0,863.88,18.327,89.607,0.942,1.322,124.067,144.85,0.0,41.363,0.254,2021-09-06 18:00
139,2021-09-06 19:00:00,2021-09-06 19,09,06,36,Lunes,0.0,864.595,18.272,89.808,0.695,0.978,174.783,176.083,0.0,41.42,,2021-09-06 19:00
140,2021-09-06 20:00:00,2021-09-06 20,09,06,36,Lunes,0.0,865.303,17.838,89.655,0.832,1.135,180.367,181.033,0.0,41.4,,2021-09-06 20:00
141,2021-09-06 21:00:00,2021-09-06 21,09,06,36,Lunes,0.0,866.135,17.47,90.163,0.63,0.86,153.883,162.433,0.0,41.4,,2021-09-06 21:00
142,2021-09-06 22:00:00,2021-09-06 22,09,06,36,Lunes,0.0,866.04,17.413,90.712,0.503,0.683,153.9,155.8,0.0,41.22,,2021-09-06 22:00
143,2021-09-06 23:00:00,2021-09-06 23,09,06,36,Lunes,0.0,865.622,17.403,91.107,0.61,0.852,165.283,185.1,0.0,41.2,,2021-09-06 23:00
144,2021-09-07 00:00:00,2021-09-07 00,09,07,36,Martes,0.05,865.585,17.467,90.793,0.597,0.84,145.317,151.4,0.0,41.01,,2021-09-07 00:00
145,2021-09-07 01:00:00,2021-09-07 01,09,07,36,Martes,0.114,865.647,17.582,91.183,0.52,0.827,220.883,215.217,0.0,42.823,,2021-09-07 01:00
146,2021-09-07 02:00:00,2021-09-07 02,09,07,36,Martes,0.034,865.19,17.428,91.488,0.712,0.987,187.2,200.95,0.0,46.46,,2021-09-07 02:00
147,2021-09-07 03:00:00,2021-09-07 03,09,07,36,Martes,0.0,865.075,17.56,89.238,1.172,1.987,224.3,225.15,0.0,44.717,,2021-09-07 03:00
148,2021-09-07 04:00:00,2021-09-07 04,09,07,36,Martes,0.0,865.142,18.06,80.282,1.638,2.962,235.067,234.533,0.0,44.148,,2021-09-07 04:00
149,2021-09-07 05:00:00,2021-09-07 05,09,07,36,Martes,0.0,865.463,17.927,81.375,0.902,1.987,202.95,204.867,0.0,42.988,,2021-09-07 05:00
150,2021-09-07 06:00:00,2021-09-07 06,09,07,36,Martes,0.0,865.812,17.195,87.785,0.797,1.182,132.117,109.567,42.262,42.48,,2021-09-07 06:00
151,2021-09-07 07:00:00,2021-09-07 07,09,07,36,Martes,0.0,866.627,17.875,85.497,0.537,0.818,169.35,171.833,158.884,41.823,,2021-09-07 07:00
152,2021-09-07 08:00:00,2021-09-07 08,09,07,36,Martes,0.0,867.062,19.567,78.918,0.612,1.162,225.233,214.65,240.59,41.583,,2021-09-07 08:00
153,2021-09-07 09:00:00,2021-09-07 09,09,07,36,Martes,0.0,866.932,21.658,64.578,1.158,1.89,112.033,114.1,657.609,41.37,,2021-09-07 09:00
154,2021-09-07 10:00:00,2021-09-07 10,09,07,36,Martes,0.0,866.777,22.56,61.49,1.732,2.642,101.433,107.967,544.374,41.17,,2021-09-07 10:00
155,2021-09-07 11:00:00,2021-09-07 11,09,07,36,Martes,0.0,866.293,21.833,68.49,2.253,3.572,73.383,69.55,596.426,41.0,,2021-09-07 11:00
156,2021-09-07 12:00:00,2021-09-07 12,09,07,36,Martes,0.0,865.23,22.802,61.782,2.875,4.28,72.783,77.883,457.089,40.88,,2021-09-07 12:00
